symbol,symbolName,lastPrice,priceChange,percentChange,highPrice,lowPrice,volume,tradeTime,symbolCode,hasOptions,symbolType,raw
"INTC","Intel Corp","36.50","+0.81","+2.27%","36.57","35.62","41,150,699","10/31/23","STK","Yes","1","[object Object]"
"INTU","Intuit Inc","494.95","+7.45","+1.53%","496.60","485.45","1,071,800","10/31/23","STK","Yes","1","[object Object]"
"INVH","Invitation Homes Inc","29.69","+0.42","+1.43%","29.77","29.23","2,888,842","18:30 ET","STK","Yes","1","[object Object]"
"IP","International Paper Company","33.73","+0.34","+1.02%","34.11","33.32","3,185,419","18:30 ET","STK","Yes","1","[object Object]"
"IPG","Interpublic Group of Companies","28.40","+0.44","+1.57%","28.49","27.97","4,100,026","18:30 ET","STK","Yes","1","[object Object]"
"IQV","Iqvia Holdings Inc","180.83","+3.67","+2.07%","181.40","177.52","1,533,928","18:30 ET","STK","Yes","1","[object Object]"
"IR","Ingersoll Rand Inc","60.68","+0.11","+0.18%","60.96","60.18","3,751,077","18:30 ET","STK","Yes","1","[object Object]"
"IRM","Iron Mountain Inc","59.07","+0.78","+1.34%","59.25","57.98","1,984,497","18:30 ET","STK","Yes","1","[object Object]"
"ISRG","Intuitive Surg Inc","262.22","+3.73","+1.44%","263.95","260.17","2,373,300","10/31/23","STK","Yes","1","[object Object]"
"IT","Gartner Inc","332.04","+2.37","+0.72%","333.34","329.20","578,647","18:30 ET","STK","Yes","1","[object Object]"
"ITW","Illinois Tool Works Inc","224.12","+0.54","+0.24%","224.75","221.82","1,767,490","18:30 ET","STK","Yes","1","[object Object]"
"IVZ","Invesco Plc","12.97","+0.02","+0.15%","13.03","12.73","4,461,824","18:30 ET","UIT","Yes","11","[object Object]"
"J","Jacobs Engineering Group Inc","133.30","+2.10","+1.60%","133.45","131.12","637,287","18:30 ET","STK","Yes","1","[object Object]"
"JBHT","J B Hunt Transport","171.87","+2.16","+1.27%","172.75","168.78","762,600","10/31/23","STK","Yes","1","[object Object]"
"JCI","Johnson Controls Intl","49.02","+0.40","+0.82%","49.17","48.53","4,492,387","18:30 ET","STK","Yes","1","[object Object]"
"JKHY","Jack Henry & Assoc","140.99","+1.20","+0.86%","142.12","140.36","482,600","10/31/23","STK","Yes","1","[object Object]"
"JNJ","Johnson & Johnson","148.34","+1.31","+0.89%","148.55","146.64","7,576,889","18:30 ET","STK","Yes","1","[object Object]"
"JNPR","Juniper Networks","26.92","+0.50","+1.89%","27.16","26.54","4,203,843","18:30 ET","STK","Yes","1","[object Object]"
"JPM","JP Morgan Chase & Company","139.06","+1.64","+1.19%","139.24","137.47","9,669,285","18:30 ET","STK","Yes","1","[object Object]"
"K","Kellanova","50.47","+0.27","+0.54%","50.70","50.14","2,366,988","18:30 ET","STK","Yes","1","[object Object]"
"KDP","Keurig Dr Pepper Inc","30.33","+0.31","+1.03%","30.53","30.12","10,628,000","10/31/23","STK","Yes","1","[object Object]"
"KEY","Keycorp","10.22","+0.14","+1.39%","10.26","9.95","9,704,946","18:30 ET","STK","Yes","1","[object Object]"
"KEYS","Keysight Technologies Inc","122.05","+2.31","+1.93%","123.56","119.77","2,059,073","18:30 ET","STK","Yes","1","[object Object]"
"KHC","Kraft Heinz Company","31.46","-0.16","-0.51%","31.70","31.08","10,505,200","10/31/23","STK","Yes","1","[object Object]"
"KIM","Kimco Realty Corp","17.94","+0.66","+3.82%","17.96","17.31","5,969,561","18:30 ET","STK","Yes","1","[object Object]"
"KLAC","K L A-Tencor Corp","469.70","+10.16","+2.21%","474.43","453.50","1,314,900","10/31/23","STK","Yes","1","[object Object]"
"KMB","Kimberly-Clark Corp","119.64","+0.12","+0.10%","120.38","118.76","2,835,715","18:30 ET","STK","Yes","1","[object Object]"
"KMI","Kinder Morgan","16.20","+0.07","+0.43%","16.25","16.06","13,132,179","18:30 ET","STK","Yes","1","[object Object]"
"KMX","Carmax Inc","61.09","+0.42","+0.69%","61.94","60.70","1,443,781","18:30 ET","STK","Yes","1","[object Object]"
"KO","Coca-Cola Company","56.49","+0.34","+0.61%","56.72","56.15","16,636,387","18:30 ET","STK","Yes","1","[object Object]"
"KR","Kroger Company","45.37","+0.42","+0.93%","45.73","44.80","3,911,487","18:30 ET","STK","Yes","1","[object Object]"
"KVUE","Kenvue Inc","18.60","-0.04","-0.21%","18.88","18.50","81,621,057","18:30 ET","STK","Yes","1","[object Object]"
"L","Loews Corp","64.01","+1.08","+1.72%","64.03","63.23","819,603","18:30 ET","STK","Yes","1","[object Object]"
"LDOS","Leidos Holdings Inc","99.12","+7.33","+7.99%","99.75","94.57","2,291,945","18:30 ET","STK","Yes","1","[object Object]"
"LEN","Lennar Corp","106.68","+2.16","+2.07%","107.22","104.68","1,752,878","18:30 ET","STK","Yes","1","[object Object]"
"LH","Laboratory Corp of America Holdings","199.73","+1.57","+0.79%","200.71","197.90","879,091","18:30 ET","STK","Yes","1","[object Object]"
"LHX","L3Harris Technologies Inc","179.41","+5.05","+2.90%","180.13","176.15","2,436,183","18:30 ET","STK","Yes","1","[object Object]"
"LIN","Linde Plc","382.16","+3.29","+0.87%","384.07","376.70","2,020,688","18:30 ET","STK","Yes","1","[object Object]"
"LKQ","LKQ Corp","43.92","+0.53","+1.22%","44.26","43.38","2,683,700","10/31/23","STK","Yes","1","[object Object]"
"LLY","Eli Lilly and Company","553.93","-11.78","-2.08%","569.61","547.61","3,660,637","18:30 ET","STK","Yes","1","[object Object]"
"LMT","Lockheed Martin Corp","454.64","+8.80","+1.97%","455.13","445.41","1,418,738","18:30 ET","STK","Yes","1","[object Object]"
"LNT","Alliant Energy Corp","48.79","+0.31","+0.64%","49.00","48.26","1,480,200","10/31/23","STK","Yes","1","[object Object]"
"LOW","Lowe's Companies","190.57","+2.85","+1.52%","191.08","187.77","3,181,225","18:30 ET","STK","Yes","1","[object Object]"
"LRCX","Lam Research Corp","588.22","+4.72","+0.81%","590.78","574.42","817,600","10/31/23","STK","Yes","1","[object Object]"
"LULU","Lululemon Athletica","393.48","+1.73","+0.44%","395.70","389.01","1,084,200","10/31/23","STK","Yes","1","[object Object]"
"LUV","Southwest Airlines Company","22.23","-0.28","-1.24%","22.49","21.92","12,169,516","18:30 ET","STK","Yes","1","[object Object]"
"LVS","Las Vegas Sands","47.46","-0.36","-0.75%","47.80","47.10","4,633,483","18:30 ET","STK","Yes","1","[object Object]"
"LW","Lamb Weston Holdings Inc","89.80","+0.28","+0.31%","90.23","89.07","1,293,897","18:30 ET","STK","Yes","1","[object Object]"
"LYB","Lyondellbasell Industries NV","90.24","-0.36","-0.40%","90.75","89.63","2,153,881","18:30 ET","STK","Yes","1","[object Object]"
"LYV","Live Nation Entertainment","80.02","+1.42","+1.81%","80.16","78.18","1,788,492","18:30 ET","STK","Yes","1","[object Object]"
"MA","Mastercard Inc","376.35","+3.93","+1.06%","377.68","373.11","2,978,553","18:30 ET","STK","Yes","1","[object Object]"
"MAA","Mid-America Apartment Communities","118.15","+0.64","+0.54%","118.43","115.74","1,208,621","18:30 ET","STK","Yes","1","[object Object]"
"MAR","Marriot Int Cl A","188.56","+0.47","+0.25%","189.18","186.01","1,233,900","10/31/23","STK","Yes","1","[object Object]"
"MAS","Masco Corp","52.09","+0.26","+0.50%","52.23","51.73","1,984,424","18:30 ET","STK","Yes","1","[object Object]"
"MCD","McDonald's Corp","262.17","+2.02","+0.78%","263.69","259.75","3,989,927","18:30 ET","STK","Yes","1","[object Object]"
"MCHP","Microchip Technology","71.29","+0.63","+0.89%","71.46","70.21","6,717,100","10/31/23","STK","Yes","1","[object Object]"
"MCK","Mckesson Corp","455.36","+5.93","+1.32%","456.23","447.74","756,567","18:30 ET","STK","Yes","1","[object Object]"
"MCO","Moody's Corp","308.00","+1.68","+0.55%","309.52","303.98","730,545","18:30 ET","STK","Yes","1","[object Object]"
"MDLZ","Mondelez Intl Inc","66.21","+0.23","+0.35%","66.32","65.33","5,575,200","10/31/23","STK","Yes","1","[object Object]"
"MDT","Medtronic Inc","70.56","+0.59","+0.84%","70.95","69.91","10,770,155","18:30 ET","STK","Yes","1","[object Object]"
"MET","Metlife Inc","60.01","+0.59","+0.99%","60.07","59.24","2,712,952","18:30 ET","STK","Yes","1","[object Object]"
"META","Meta Platforms Inc","301.27","-1.39","-0.46%","303.68","296.86","19,419,801","10/31/23","STK","Yes","1","[object Object]"
"MGM","MGM Resorts International","34.92","+0.09","+0.26%","35.13","34.43","4,263,833","18:30 ET","STK","Yes","1","[object Object]"
"MHK","Mohawk Industries","80.38","+0.91","+1.15%","81.30","79.54","817,610","18:30 ET","STK","Yes","1","[object Object]"
"MKC","Mccormick & Company","63.90","+0.12","+0.19%","64.49","63.28","6,000,202","18:30 ET","STK","Yes","1","[object Object]"
"MKTX","Marketaxess Holdings","213.75","-0.40","-0.19%","214.06","208.66","362,600","10/31/23","STK","Yes","1","[object Object]"
"MLM","Martin Marietta Materials","408.94","+3.84","+0.95%","412.75","404.93","387,798","18:30 ET","STK","Yes","1","[object Object]"
"MMC","Marsh & Mclennan Companies","189.65","+1.38","+0.73%","189.93","187.82","1,308,054","18:30 ET","STK","Yes","1","[object Object]"
"MMM","3M Company","90.95","+1.43","+1.60%","91.57","89.41","4,644,968","18:30 ET","STK","Yes","1","[object Object]"
"MNST","Monster Beverage Cp","51.10","+0.42","+0.83%","51.13","50.55","5,686,300","10/31/23","STK","Yes","1","[object Object]"
"MO","Altria Group","40.17","-0.08","-0.20%","40.57","39.80","14,569,279","18:30 ET","STK","Yes","1","[object Object]"
"MOH","Molina Healthcare Inc","332.95","+4.97","+1.52%","334.63","327.36","407,730","18:30 ET","STK","Yes","1","[object Object]"
"MOS","Mosaic Company","32.48","-1.00","-2.99%","33.28","32.23","3,635,725","18:30 ET","STK","Yes","1","[object Object]"
"MPC","Marathon Petroleum Corp","151.25","+4.39","+2.99%","151.98","144.46","4,139,351","18:30 ET","STK","Yes","1","[object Object]"
"MPWR","Monolithic Power Sys","441.74","+37.74","+9.34%","445.02","409.05","1,734,300","10/31/23","STK","Yes","1","[object Object]"
"MRK","Merck & Company","102.70","+0.02","+0.02%","103.55","101.40","7,522,594","18:30 ET","STK","Yes","1","[object Object]"
"MRNA","Moderna Inc","75.96","+1.89","+2.55%","76.15","72.65","3,777,000","10/31/23","STK","Yes","1","[object Object]"
"MRO","Marathon Oil Corp","27.31","+0.15","+0.55%","27.42","26.87","8,128,983","18:30 ET","STK","Yes","1","[object Object]"
"MS","Morgan Stanley","70.82","+0.23","+0.33%","71.02","70.27","8,938,974","18:30 ET","STK","Yes","1","[object Object]"
"MSCI","MSCI Inc","471.55","-10.44","-2.17%","476.53","466.23","541,564","18:30 ET","STK","Yes","1","[object Object]"
"MSFT","Microsoft Corp","338.11","+0.80","+0.24%","339.00","334.69","20,250,100","10/31/23","STK","Yes","1","[object Object]"
"MSI","Motorola Solutions","278.46","+2.24","+0.81%","280.00","276.19","618,240","18:30 ET","STK","Yes","1","[object Object]"
"MTB","M&T Bank Corp","112.75","+0.71","+0.63%","114.03","111.60","848,206","18:30 ET","STK","Yes","1","[object Object]"
"MTCH","Match Group Inc","34.60","+0.56","+1.65%","35.15","34.07","6,875,700","10/31/23","STK","Yes","1","[object Object]"
"MTD","Mettler-Toledo International","985.20","+22.83","+2.37%","990.28","965.26","178,250","18:30 ET","STK","Yes","1","[object Object]"
"MU","Micron Technology","66.87","+0.80","+1.21%","67.07","65.26","8,247,101","10/31/23","STK","Yes","1","[object Object]"
"NCLH","Norwegian Cruise Ord","13.60","+0.08","+0.59%","13.68","13.20","14,449,740","18:30 ET","STK","Yes","1","[object Object]"
"NDAQ","Nasdaq Inc","49.60","+0.69","+1.41%","49.65","48.88","1,748,700","10/31/23","STK","Yes","1","[object Object]"
"NDSN","Nordson Corp","212.59","+0.43","+0.20%","213.84","212.12","367,000","10/31/23","STK","Yes","1","[object Object]"
"NEE","Nextera Energy","58.30","+1.10","+1.92%","58.49","57.39","19,977,630","18:30 ET","STK","Yes","1","[object Object]"
"NEM","Newmont Mining Corp","37.47","-1.23","-3.18%","38.51","37.14","15,744,858","18:30 ET","STK","Yes","1","[object Object]"
"NFLX","Netflix Inc","411.69","+1.61","+0.39%","412.52","404.63","3,874,200","10/31/23","STK","Yes","1","[object Object]"
